Gene_ID	Level	LogFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	Gene_ID.y	B_T1_Rep1	B_T1_Rep2	B_T1_Rep3	B_T1_Rep4	B_T2_Rep1	B_T2_Rep2	B_T2_Rep3	B_T2_Rep4	protein_ID	transcript_ID
gene_1076	60.358288197063	0.0672898264794724	477	Prolidase	Grosmannia clavigera	Ophiostoma piceae	K14213	PEPD; Xaa-Pro dipeptidase [EC:3.4.13.9]	xaa-pro dipeptidase	6	P:cellular process; F:metallopeptidase activity; P:mycelium development; P:proteolysis; F:manganese ion binding; F:aminopeptidase activity	EC:3.4.11.0	N	gene_1081	124	18	53	250	76	59	10	126	1979641	1979895
gene_1077	9.02211875442817	-2.9283624589821	534	Pisatin demethylase (CYP5077C1)	Podospora anserina	Ophiostoma piceae	K07436	CYP24A1; cytochrome P450, family 24, subfamily A, polypeptide 1 (vitamin D3 24-hydroxylase) [EC:1.14.13.126]	benzoate 4-monooxygenase cytochrome	2	F:oxidoreductase activity; F:binding	-	N	gene_1082	10	0	0	0	69	7	0	0	1979642	1979896
gene_1078	16.9924826032444	-0.122511010469018	2 206	Conidial yellow pigment biosynthesis polyketide synthase (PKS)	Podospora anserina	Ophiostoma piceae			polyketide synthase	1	F:catalytic activity	-	N	gene_1083	90	0	14	24	47	16	0	24	1979643	1979897
gene_1079	7.43638122043556	-0.540595949490761	902	C6 zinc finger fungal transcription factor	Neurospora tetrasperma	Ophiostoma piceae			c6 zinc finger domain containing protein	9	P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding; P:transcription, DNA-dependent		N	gene_1084	22	0	8	20	20	8	0	20	1979644	1979898
gene_108	26.00620429927	-0.85684254320055	587	Putative C6 transcription factor	Grosmannia clavigera	Ophiostoma piceae	K09242	LEU3; transcriptional regulatory protein LEU3		9	P:transcription, DNA-dependent; F:zinc ion binding; C:nucleus; F:DNA binding; P:transcription from RNA polymerase II promoter; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding		N	gene_111	40	4	27	59	61	27	4	76	1978671	1978925
gene_108.1	8.97750226183418	0.229729305183247	306	Pre-mRNA-splicing factor cwc15	Botrytis cinerea	Ophiostoma piceae			c6 transcription factor	4	P:transcription, DNA-dependent; F:DNA binding; C:nucleus; F:zinc ion binding		N	gene_112	29	0	18	36	12	8	0	28	1978672	1978926
gene_1080	5.48548785109088	-3.34634449901708	449	Riboflavin transporter MCH5	Talaromyces marneffei	Ophiostoma piceae			mfs monocarboxylate transporter	2	P:transmembrane transport; C:integral to membrane	-	N	gene_1085	0	0	0	2	50	0	0	4	1979645	1979899
gene_1081	38.389568484384	0.127990180396997	245	Microtubule integrity protein mal3	Togninia minima	Ophiostoma piceae	K10436	MAPRE; microtubule-associated protein, RP/EB family	microtubule associated protein	1	F:microtubule binding	-	N	gene_1086	106	8	44	142	81	20	5	77	1979646	1979900
gene_1082	11.8905029771559	0.764021269669245	410	Vacuolar morphogenesis protein 7 homolog	Togninia minima	Ophiostoma piceae			snare complex subunit	2	F:phosphatidylinositol binding; P:cell communication		N	gene_1087	56	1	18	48	14	6	0	34	1979647	1979901
gene_1083	43.0116620552836	0.151370833949701	920	Reticulocyte-binding protein 2 homolog A	Gaeumannomyces graminis	Ophiostoma piceae			trans-sialidase-like protein	0	-		N	gene_1088	108	9	78	121	23	54	10	74	1979648	1979902
gene_1084	7.42616613578813	-1.11506071608043	853	ATP-dependent RNA helicase DRS1	Grosmannia clavigera	Ophiostoma piceae	K13181	DDX27, DRS1; ATP-dependent RNA helicase DDX27 [EC:3.6.4.13]	atp-dependent rna helicase	3	F:helicase activity; F:nucleic acid binding; F:nucleotide binding	-	N	gene_1089	9	0	10	18	2	4	4	46	1979649	1979903
gene_1085	11.8174120983719	0.941417545259908	1 064	Actin patch protein 1	Grosmannia clavigera	Ophiostoma piceae			atp-dependent rna helicase	9	F:helicase activity; F:nucleic acid binding; F:ATP binding; F:hydrolase activity; F:nucleotide binding; F:ATP-dependent helicase activity; F:molecular_function; P:biological_process; C:cellular_component		N	gene_1090	22	6	14	64	8	8	0	32	1979650	1979904
gene_1086	4.65359100436828	-0.120611590580096	131	Putative uncharacterized protein	Colletotrichum gloeosporioides	Sporothrix schenckii			6-phosphogluconate dehydrogenase	5	P:oxidation-reduction process; F:oxidoreductase activity; F:nucleotide binding; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:coenzyme binding		N	gene_1091	8	0	20	0	0	10	0	14	1979651	1979905
gene_1087	14.0179535748782	-0.107692849310701	652	Cyclic-AMP phosphodiesterase	Grosmannia clavigera	Ophiostoma piceae	K01120	PDE; 3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]	cyclic-amp phosphodiesterase	3	P:cAMP catabolic process; F:3',5'-cyclic-AMP phosphodiesterase activity; C:cellular_component		N	gene_1092	40	0	38	22	18	20	0	38	1979652	1979906
gene_1088	0	0	99	Putative uncharacterized protein	Togninia minima	Togninia minima			alternative sulfate transporter	2	C:integral to membrane; P:transmembrane transport		N	gene_1093	0	0	0	0	0	0	0	0	1979653	1979907
gene_1089	8.38564901584602	1.73867707294072	778	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7173	0	-		N	gene_1094	28	6	16	20	6	3	0	10	1979654	1979908
gene_109	2.67742047106213	0.37529158208464	314	Exosome complex component rrp45 (Ribosomal RNA-processing protein 45)	Grosmannia clavigera	Ophiostoma piceae	K03678	RRP45, EXOSC9; exosome complex component RRP45	exosome complex exonuclease rrp45	1	F:exonuclease activity	-	N	gene_113	10	0	8	6	2	4	0	4	1978673	1978927
gene_1090	32.3748562129975	1.00327767247701	1 952	AMP-binding domain protein	Grosmannia clavigera	Ophiostoma piceae			acyl- ligase	4	P:metabolic process; F:transcription factor binding; C:nucleus; F:ligase activity	-	N	gene_1095	80	4	104	147	29	19	2	64	1979655	1979909
gene_1091	16.6705253105227	-0.494643269643027	505	Bzip transcription factor	Grosmannia clavigera	Ophiostoma piceae			bzip transcription factor	4	F:sequence-specific DNA binding transcription factor activity; F:sequence-specific DNA binding; F:protein dimerization activity; P:regulation of transcription, DNA-dependent	-	N	gene_1096	19	8	6	36	24	20	2	56	1979656	1979910
gene_1092	4.41704923693786	1.18717452888717	846	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7456	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_1097	16	0	8	38	6	0	0	10	1979657	1979911
gene_1093	61.0903630858098	0.517224946342235	326	Telomere and ribosome associated protein	Scedosporium apiospermum	Ophiostoma piceae			elicitor protein	0	-		N	gene_1098	101	30	115	152	60	41	8	150	1979658	1979912
gene_1094	19.7961960919727	-0.132991279265887	718	Major facilitator superfamily transporter	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	2	C:integral to membrane; P:transmembrane transport		N	gene_1099	50	2	36	54	26	8	8	46	1979659	1979913
gene_1095	23.9491641448883	-0.335042560964042	331	Mitochondrial cation transporter fsf1 (Fungal sideroflexin-1)	Grosmannia clavigera	Ophiostoma piceae			tricarboxylate carrier	5	C:membrane; C:mitochondrion; F:cation transmembrane transporter activity; P:cation transport; P:transmembrane transport	-	N	gene_1100	27	6	31	85	45	22	2	76	1979660	1979914
gene_1096	30.5355057707815	0.502423339892606	880	Dual specificity protein kinase lkh1	Grosmannia clavigera	Ophiostoma piceae	K08287	E2.7.12.1; dual-specificity kinase [EC:2.7.12.1]	cmgc clk protein kinase	3	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity	EC:2.7.11.0	N	gene_1101	78	10	56	89	38	19	2	83	1979661	1979915
gene_1097	5.9112654267277	-2.03811986314485	1 195	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7046	0	-		N	gene_1102	8	0	0	8	0	0	10	4	1979662	1979916
gene_1098	11.1886493272742	0.12543751744071	1 050	tRNA processing endoribonuclease	Grosmannia clavigera	Ophiostoma piceae	K00784	rnz; ribonuclease Z [EC:3.1.26.11]	trna processing endoribonuclease	1	F:hydrolase activity		N	gene_1103	24	6	6	26	14	10	0	41	1979663	1979917
gene_1099	22.214938512023	0.533720606957645	962	U3 small nucleolar RNA-associated protein 4 (U3 snoRNA-associated protein 4)	Grosmannia clavigera	Ophiostoma piceae	K14548	UTP4, CIRH1A; U3 small nucleolar RNA-associated protein 4	small nucleolar ribonucleoprotein complex	2	F:nucleic acid binding; C:ribonucleoprotein complex		N	gene_1104	40	13	30	54	20	19	2	51	1979664	1979918
gene_11	2.38658087078768	-0.466328243273358	505	Hexose transporter	Colletotrichum orbiculare	Colletotrichum orbiculare			hexose transporter	3	C:membrane; P:transport; F:transmembrane transporter activity	-	N	gene_13	6	0	0	13	9	0	0	10	1978573	1978827
gene_110	6.88862190130611	-1.17108896157901	247	ADP-ribosylation factor-like protein 3 (Arf-like GTPase 3)	Grosmannia clavigera	Ophiostoma piceae	K07952	ARFRP1; ADP-ribosylation factor related protein 1	adp-ribosylation factor family protein	5	P:small GTPase mediated signal transduction; C:intracellular; P:intracellular protein transport; F:hydrolase activity; F:GTP binding	-	N	gene_114	10	0	4	23	30	4	0	22	1978674	1978928
gene_1100	30.0890420676244	-0.0675004270729618	488	Peptidase	Grosmannia clavigera	Ophiostoma piceae	K01456	E3.5.1.52, NGLY1, PNG1; peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase [EC:3.5.1.52]	peptide-n4-(n-acetyl-beta-glucosaminyl)asparagine amidase	3	F:damaged DNA binding; P:nucleotide-excision repair; C:nucleus	-	N	gene_1105	69	2	64	95	59	18	2	99	1979665	1979919
gene_1101	23.4552771343036	-0.423264013687448	503	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			duf1713 domain protein	0	-		N	gene_1106	41	2	35	84	20	20	10	60	1979666	1979920
gene_1102	17.8560050479276	-0.19835706006244	1 162	Nucleolar ATPase	Grosmannia clavigera	Ophiostoma piceae	K14521	NAT10, KRE33; N-acetyltransferase 10 [EC:2.3.1.-]	nucleolar atpase	1	C:intracellular part	-	N	gene_1107	16	2	33	88	18	16	0	94	1979667	1979921
gene_1103	9.91846336024008	-1.26533152239542	420	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2040	0	-		Y	gene_1108	28	0	1	19	16	10	4	36	1979668	1979922
gene_1104	88.9413519151072	1.1277101392456	1 041	Glycosyl hydrolase family 31	Colletotrichum fioriniae	Ophiostoma piceae			glycoside hydrolase family 31 protein	1	F:hydrolase activity	-	Y	gene_1109	202	4	163	802	68	85	0	117	1979669	1979923
gene_1105	27.6667779159356	0.244331425439697	656	Glucose transporter rco-3	Myceliophthora thermophila	Ophiostoma piceae			glucose transporter rco-3	4	F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport	-	N	gene_1110	30	0	85	147	41	22	1	78	1979670	1979924
gene_1106	225.003441711105	-0.417540299062541	633	Fumarate reductase	Grosmannia clavigera	Ophiostoma piceae			fumarate reductase	3	F:heme binding; F:succinate dehydrogenase activity; P:oxidation-reduction process	EC:1.3.99.1	N	gene_1111	266	32	446	663	236	161	114	407	1979671	1979925
gene_1107	21.3144308395233	0.230381072119857	224	FAS1 domain-containing protein	Grosmannia clavigera	Ophiostoma piceae			fas1 domain containing protein	1	C:vacuole		Y	gene_1112	61	2	32	97	29	9	4	62	1979672	1979926
gene_1108	6.59197303192993	-0.0852796231343372	1 624	Transcriptional regulatory protein SIN3	Grosmannia clavigera	Ophiostoma piceae	K11644	SIN3A; paired amphipathic helix protein Sin3a	sin3-like protein	2	P:regulation of transcription, DNA-dependent; C:nucleus		N	gene_1113	15	0	16	21	10	2	2	20	1979673	1979927
gene_1109	39.8657465623689	-0.0610672164683731	398	Acetyl-CoA acetyltransferase	Podospora anserina	Ophiostoma piceae	K00626	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	acetyl- acetyltransferase	2	F:acetyl-CoA C-acetyltransferase activity; P:ergosterol biosynthetic process	EC:2.3.1.9	N	gene_1114	110	3	50	165	60	20	10	111	1979674	1979928
gene_111	15.6272527435455	-1.2108432156397	138	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_115	7	0	19	61	21	13	12	17	1978675	1978929
gene_1110	13.8710136815359	0.98026434185191	373	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			clavaminate synthase-like protein	0	-		N	gene_1115	52	6	18	42	8	14	2	6	1979675	1979929
gene_1111	6.13739051793109	0.457540164662824	273	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7799	1	F:nucleic acid binding		N	gene_1116	8	4	12	7	8	3	0	22	1979676	1979930
gene_1112	10.351465308134	0.599402632797905	319	tRNA-His guanylyltransferase	Myceliophthora thermophila	Ophiostoma piceae	K10761	THG1; tRNA(His) guanylyltransferase [EC:2.7.7.79]	trna guanylyltransferase	1	F:nucleotidyltransferase activity	EC:2.7.7.0	N	gene_1117	16	6	19	24	10	10	0	24	1979677	1979931
gene_1113	7.55975388590148	-0.223589775691916	492	Set1 complex component swd1	Grosmannia clavigera	Ophiostoma piceae	K14961	RBBP5, SWD1, CPS50; COMPASS component SWD1	swd1-like protein	1	C:cellular_component		N	gene_1118	24	0	13	19	14	10	0	18	1979678	1979932
gene_1114	87.1595144142301	-0.209589596842371	1 757	DNA-directed RNA polymerase II subunit rpb1	Grosmannia clavigera	Ophiostoma piceae	K03006	RPB1, POLR2A; DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6]	dna-directed rna polymerase ii largest subunit	4	F:DNA-directed RNA polymerase activity; C:DNA-directed RNA polymerase II, core complex; F:DNA binding; P:transcription from RNA polymerase II promoter	EC:2.7.7.6	N	gene_1119	184	20	80	308	135	66	14	278	1979679	1979933
gene_1115	86.7406445044172	0.0911169772847719	113	Putative uncharacterized protein	Podospora anserina	Ophiostoma piceae			hypothetical protein	0	-		N	gene_1120	99	25	194	263	71	72	26	184	1979680	1979934
gene_1116	4.52994411511192	-0.20241163414521	734	Putative uncharacterized protein	Fusarium oxysporum	Ophiostoma piceae			major facilitator superfamily transporter	0	-		N	gene_1121	4	0	10	24	8	2	2	6	1979681	1979935
gene_1117	1.3409705398782	-0.101198789536069	216	Putative uncharacterized protein	Trichoderma reesei	Ophiostoma piceae			hypothetical protein GGTG_01793	3	F:electron carrier activity; C:membrane; F:NADH dehydrogenase (ubiquinone) activity		N	gene_1122	2	0	4	4	0	2	0	7	1979682	1979936
gene_1118	3.59499797141896	0.479962167389529	154	Putative uncharacterized protein	 				---NA---	0	-		N	gene_1123	16	0	8	11	2	4	0	10	1979683	1979937
gene_1119	24.6101284419614	0.393055347962017	824	Transgelin (Calponin homolog 1)	Magnaporthe oryzae	Ophiostoma piceae			calponin-like protein	0	-		N	gene_1124	42	12	30	82	48	16	0	54	1979684	1979938
gene_112	3.00929257126167	0.352280497419101	111	Cell wall biogenesis protein	Grosmannia clavigera	Ophiostoma piceae			cell wall biogenesis protein	1	P:fungal-type cell wall organization	-	N	gene_116	14	0	4	12	5	0	0	14	1978676	1978930
gene_1120	33.3382806416609	0.112467266278976	1 371	UDP-transferase	Grosmannia clavigera	Ophiostoma piceae	K05841	E2.4.1.173; sterol 3beta-glucosyltransferase [EC:2.4.1.173]	glycosyltransferase family 28 domain-containing protein	2	P:carbohydrate metabolic process; F:transferase activity, transferring glycosyl groups	-	N	gene_1125	54	14	38	105	57	13	10	57	1979685	1979939
gene_1121	4.02691874634807	0.857127563104601	328	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			essential protein yae1	7	C:cytoplasm; C:nucleus; P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter		N	gene_1126	18	0	4	30	3	2	0	12	1979686	1979940
gene_1122	32.2180583956019	0.26817957812809	474	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7865	0	-		N	gene_1127	59	16	38	82	32	21	12	35	1979687	1979941
gene_1123	21.9907732057606	0.709879948458519	496	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			rna recognition motif-containing protein	0	-		N	gene_1128	71	0	58	104	24	18	2	32	1979688	1979942
gene_1124	31.4297893903572	0.0567977425985458	362	Cytochrome c peroxidase, mitochondrial (CCP) 	Chaetomium thermophilum	Ophiostoma piceae	K00428	E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]	cytochrome c mitochondrial precursor	7	C:mitochondrial intermembrane space; F:metal ion binding; F:cytochrome-c peroxidase activity; P:cellular response to oxidative stress; C:mitochondrial matrix; F:heme binding; P:oxidation-reduction process	EC:1.11.1.5	N	gene_1129	147	10	6	31	37	24	13	22	1979689	1979943
gene_1125	29.6347347481608	-0.351511039763053	591	Pre-mRNA-processing factor 39	Grosmannia clavigera	Ophiostoma piceae	K13217	PRPF39, PRP39; pre-mRNA-processing factor 39	pre-mrna-processing factor 39	2	C:intracellular; P:RNA processing	-	N	gene_1130	60	0	59	100	44	26	6	90	1979690	1979944
gene_1126	30.8891531759952	0.504631589295829	1 356	Phosphoinositide phosphatase	Grosmannia clavigera	Ophiostoma piceae			synaptojanin 2	2	P:phosphatidylinositol phosphorylation; F:phosphoric ester hydrolase activity	-	N	gene_1131	70	14	40	96	30	28	4	54	1979691	1979945
gene_1127	19.7356613426984	0.45492016508534	757	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2505	0	-		N	gene_1132	83	2	24	76	27	8	0	77	1979692	1979946
gene_1128	6.57193402524778	0.495266640140412	638	DNA topoisomerase 3-alpha	Grosmannia clavigera	Ophiostoma piceae			zinc finger dna-binding protein	2	F:zinc ion binding; F:DNA binding		N	gene_1133	15	0	10	52	14	2	0	16	1979693	1979947
gene_1129	7.83157955218449	0.441179451209974	514	Mitochondrial pyruvate dehydrogenase	Grosmannia clavigera	Ophiostoma piceae	K00905	E2.7.11.4, BCKDK; [3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase [EC:2.7.11.4]	mitochondrial pyruvate dehydrogenase	3	F:binding; P:metabolic process; F:transferase activity, transferring phosphorus-containing groups	-	N	gene_1134	35	0	2	52	8	6	2	8	1979694	1979948
