Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
gene_1081	25.7402710156471	1.0702597995093	245	Microtubule integrity protein mal3	Togninia minima	Ophiostoma piceae	K10436	MAPRE; microtubule-associated protein, RP/EB family	microtubule associated protein	1	F:microtubule binding	-	N	44	62	76	36	15	0	37	27
gene_1082	12.0058785310792	0.473593944808529	410	Vacuolar morphogenesis protein 7 homolog	Togninia minima	Ophiostoma piceae			snare complex subunit	2	F:phosphatidylinositol binding; P:cell communication		N	19	19	36	14	16	0	14	16
gene_1083	48.8487602380332	0.720724348758428	920	Reticulocyte-binding protein 2 homolog A	Gaeumannomyces graminis	Ophiostoma piceae			trans-sialidase-like protein	0	-		N	66	217	72	48	28	7	38	56
gene_1084	8.72547860387026	0.00329856994999558	853	ATP-dependent RNA helicase DRS1	Grosmannia clavigera	Ophiostoma piceae	K13181	DDX27, DRS1; ATP-dependent RNA helicase DDX27 [EC:3.6.4.13]	atp-dependent rna helicase	3	F:helicase activity; F:nucleic acid binding; F:nucleotide binding	-	N	22	18	20	2	18	0	12	10
gene_1085	18.4465217682372	0.780181588592137	1 064	Actin patch protein 1	Grosmannia clavigera	Ophiostoma piceae			atp-dependent rna helicase	9	F:helicase activity; F:nucleic acid binding; F:ATP binding; F:hydrolase activity; F:nucleotide binding; F:ATP-dependent helicase activity; F:molecular_function; P:biological_process; C:cellular_component		N	14	78	41	22	26	2	12	8
gene_1086	1.30118535694284	-0.943357520260673	131	Putative uncharacterized protein	Colletotrichum gloeosporioides	Sporothrix schenckii			6-phosphogluconate dehydrogenase	5	P:oxidation-reduction process; F:oxidoreductase activity; F:nucleotide binding; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:coenzyme binding		N	2	2	0	0	0	0	4	6
gene_1087	15.665551320012	-0.786415819201307	652	Cyclic-AMP phosphodiesterase	Grosmannia clavigera	Ophiostoma piceae	K01120	PDE; 3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]	cyclic-amp phosphodiesterase	3	P:cAMP catabolic process; F:3',5'-cyclic-AMP phosphodiesterase activity; C:cellular_component		N	22	36	23	2	45	0	8	36
gene_1088	0	0	99	Putative uncharacterized protein	Togninia minima	Togninia minima			alternative sulfate transporter	2	C:integral to membrane; P:transmembrane transport		N	0	0	0	0	0	0	0	0
gene_1089	2.23940646665011	-0.758308588630305	778	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7173	0	-		N	0	8	4	0	0	0	12	4
gene_109	1.96870601566789	-0.293462427624595	314	Exosome complex component rrp45 (Ribosomal RNA-processing protein 45)	Grosmannia clavigera	Ophiostoma piceae	K03678	RRP45, EXOSC9; exosome complex component RRP45	exosome complex exonuclease rrp45	1	F:exonuclease activity	-	N	2	0	6	2	1	0	4	6
gene_1090	38.8067766309823	0.138621005844447	1 952	AMP-binding domain protein	Grosmannia clavigera	Ophiostoma piceae			acyl- ligase	4	P:metabolic process; F:transcription factor binding; C:nucleus; F:ligase activity	-	N	60	114	75	26	54	0	64	56
gene_1091	10.1405170478461	-0.471935947722115	505	Bzip transcription factor	Grosmannia clavigera	Ophiostoma piceae			bzip transcription factor	4	F:sequence-specific DNA binding transcription factor activity; F:sequence-specific DNA binding; F:protein dimerization activity; P:regulation of transcription, DNA-dependent	-	N	5	31	16	6	9	0	18	30
gene_1092	3.38988647851451	1.77711826346852	846	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7456	3	F:molecular_function; P:biological_process; C:cellular_component		N	6	3	10	10	0	0	3	2
gene_1093	46.0215604953723	-0.104964089357484	326	Telomere and ribosome associated protein	Scedosporium apiospermum	Ophiostoma piceae			elicitor protein	0	-		N	95	130	94	7	55	0	132	47
gene_1094	23.9216414195085	0.376923166052367	718	Major facilitator superfamily transporter	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	2	C:integral to membrane; P:transmembrane transport		N	43	58	63	18	17	4	19	32
gene_1095	7.78403535081876	0.323072075779055	331	Mitochondrial cation transporter fsf1 (Fungal sideroflexin-1)	Grosmannia clavigera	Ophiostoma piceae			tricarboxylate carrier	5	C:membrane; C:mitochondrion; F:cation transmembrane transporter activity; P:cation transport; P:transmembrane transport	-	N	12	35	11	4	4	0	13	16
gene_1096	19.7920034394064	0.229418088822949	880	Dual specificity protein kinase lkh1	Grosmannia clavigera	Ophiostoma piceae	K08287	E2.7.12.1; dual-specificity kinase [EC:2.7.12.1]	cmgc clk protein kinase	3	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity	EC:2.7.11.0	N	29	42	47	19	42	0	20	20
gene_1097	1.78594474240484	1.14252270092218	1 195	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7046	0	-		N	2	6	10	2	0	0	4	0
gene_1098	7.34344984161484	-0.321471217754524	1 050	tRNA processing endoribonuclease	Grosmannia clavigera	Ophiostoma piceae	K00784	rnz; ribonuclease Z [EC:3.1.26.11]	trna processing endoribonuclease	1	F:hydrolase activity		N	16	8	16	3	14	0	16	9
gene_1099	14.1873643790797	-1.16235455072641	962	U3 small nucleolar RNA-associated protein 4 (U3 snoRNA-associated protein 4)	Grosmannia clavigera	Ophiostoma piceae	K14548	UTP4, CIRH1A; U3 small nucleolar RNA-associated protein 4	small nucleolar ribonucleoprotein complex	2	F:nucleic acid binding; C:ribonucleoprotein complex		N	18	6	6	12	16	8	11	8
gene_11	1.2238748309572	1.78565502540551	505	Hexose transporter	Colletotrichum orbiculare	Colletotrichum orbiculare			hexose transporter	3	C:membrane; P:transport; F:transmembrane transporter activity	-	N	8	0	4	2	0	0	0	0
gene_110	3.71297628024381	-1.33585922337159	247	ADP-ribosylation factor-like protein 3 (Arf-like GTPase 3)	Grosmannia clavigera	Ophiostoma piceae	K07952	ARFRP1; ADP-ribosylation factor related protein 1	adp-ribosylation factor family protein	5	P:small GTPase mediated signal transduction; C:intracellular; P:intracellular protein transport; F:hydrolase activity; F:GTP binding	-	N	2	0	12	0	6	0	14	8
gene_1100	32.5662067412862	-0.0741639648035135	488	Peptidase	Grosmannia clavigera	Ophiostoma piceae	K01456	E3.5.1.52, NGLY1, PNG1; peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase [EC:3.5.1.52]	peptide-n4-(n-acetyl-beta-glucosaminyl)asparagine amidase	3	F:damaged DNA binding; P:nucleotide-excision repair; C:nucleus	-	N	45	33	86	32	35	10	20	27
gene_1101	20.8468756776044	0.398389282162443	503	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			duf1713 domain protein	0	-		N	26	55	62	18	15	0	48	25
gene_1102	13.0785075252292	-0.783809101508249	1 162	Nucleolar ATPase	Grosmannia clavigera	Ophiostoma piceae	K14521	NAT10, KRE33; N-acetyltransferase 10 [EC:2.3.1.-]	nucleolar atpase	1	C:intracellular part	-	N	28	0	18	8	27	2	18	18
gene_1103	7.60713957542072	-0.299061605911028	420	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2040	0	-		Y	16	16	19	0	11	0	20	10
gene_1104	73.633974588599	3.77886717269343	1 041	Glycosyl hydrolase family 31	Colletotrichum fioriniae	Ophiostoma piceae			glycoside hydrolase family 31 protein	1	F:hydrolase activity	-	Y	327	184	300	84	20	0	14	8
gene_1105	39.9516346446244	-0.489805978992676	656	Glucose transporter rco-3	Myceliophthora thermophila	Ophiostoma piceae			glucose transporter rco-3	4	F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport	-	N	46	105	49	22	13	6	77	94
gene_1106	142.974451452661	1.07452923851296	633	Fumarate reductase	Grosmannia clavigera	Ophiostoma piceae			fumarate reductase	3	F:heme binding; F:succinate dehydrogenase activity; P:oxidation-reduction process	EC:1.3.99.1	N	167	728	478	77	52	8	200	139
gene_1107	31.6423259723555	-0.868532752991624	224	FAS1 domain-containing protein	Grosmannia clavigera	Ophiostoma piceae			fas1 domain containing protein	1	C:vacuole		Y	30	61	31	19	20	14	47	28
gene_1108	13.3840151370623	0.754570777192712	1 624	Transcriptional regulatory protein SIN3	Grosmannia clavigera	Ophiostoma piceae	K11644	SIN3A; paired amphipathic helix protein Sin3a	sin3-like protein	2	P:regulation of transcription, DNA-dependent; C:nucleus		N	30	43	26	12	16	0	13	16
gene_1109	39.5296262745589	0.955559542469332	398	Acetyl-CoA acetyltransferase	Podospora anserina	Ophiostoma piceae	K00626	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	acetyl- acetyltransferase	2	F:acetyl-CoA C-acetyltransferase activity; P:ergosterol biosynthetic process	EC:2.3.1.9	N	49	65	101	76	30	0	50	47
gene_111	4.28854416828894	-0.580272165441397	138	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	4	1	16	2	2	0	10	14
gene_1110	11.8860422523714	0.450544590648618	373	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			clavaminate synthase-like protein	0	-		N	24	34	34	6	16	0	14	16
gene_1111	2.20025049060764	-1.17943027535867	273	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7799	1	F:nucleic acid binding		N	0	8	0	0	8	0	0	7
gene_1112	7.50345813744117	-0.343439853624775	319	tRNA-His guanylyltransferase	Myceliophthora thermophila	Ophiostoma piceae	K10761	THG1; tRNA(His) guanylyltransferase [EC:2.7.7.79]	trna guanylyltransferase	1	F:nucleotidyltransferase activity	EC:2.7.7.0	N	12	16	23	0	23	0	2	12
gene_1113	7.03340431962284	1.02223122763486	492	Set1 complex component swd1	Grosmannia clavigera	Ophiostoma piceae	K14961	RBBP5, SWD1, CPS50; COMPASS component SWD1	swd1-like protein	1	C:cellular_component		N	10	12	18	14	0	0	14	8
gene_1114	39.5951872420674	0.0331671356249175	1 757	DNA-directed RNA polymerase II subunit rpb1	Grosmannia clavigera	Ophiostoma piceae	K03006	RPB1, POLR2A; DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6]	dna-directed rna polymerase ii largest subunit	4	F:DNA-directed RNA polymerase activity; C:DNA-directed RNA polymerase II, core complex; F:DNA binding; P:transcription from RNA polymerase II promoter	EC:2.7.7.6	N	68	61	126	22	50	0	37	94
gene_1115	26.8238078520309	-0.384345462590142	113	Putative uncharacterized protein	Podospora anserina	Ophiostoma piceae			hypothetical protein	0	-		N	34	98	45	2	27	4	23	63
gene_1116	6.48246768027077	0.351821686217866	734	Putative uncharacterized protein	Fusarium oxysporum	Ophiostoma piceae			major facilitator superfamily transporter	0	-		N	12	6	18	8	4	0	18	6
gene_1117	1.47506888610058	0.225145978344464	216	Putative uncharacterized protein	Trichoderma reesei	Ophiostoma piceae			hypothetical protein GGTG_01793	3	F:electron carrier activity; C:membrane; F:NADH dehydrogenase (ubiquinone) activity		N	2	0	6	2	2	0	2	2
gene_1118	0.5661657405319	1.09243172933241	154	Putative uncharacterized protein	 				---NA---	0	-		N	4	2	2	0	0	0	0	0
gene_1119	16.6469838599665	-0.0501427449300332	824	Transgelin (Calponin homolog 1)	Magnaporthe oryzae	Ophiostoma piceae			calponin-like protein	0	-		N	22	24	46	14	32	0	22	24
gene_112	2.13315841912398	1.83950731684937	111	Cell wall biogenesis protein	Grosmannia clavigera	Ophiostoma piceae			cell wall biogenesis protein	1	P:fungal-type cell wall organization	-	N	2	2	6	8	0	0	2	0
gene_1120	34.0932761973725	0.28838320548535	1 371	UDP-transferase	Grosmannia clavigera	Ophiostoma piceae	K05841	E2.4.1.173; sterol 3beta-glucosyltransferase [EC:2.4.1.173]	glycosyltransferase family 28 domain-containing protein	2	P:carbohydrate metabolic process; F:transferase activity, transferring glycosyl groups	-	N	39	108	73	30	20	7	39	36
gene_1121	2.97993887552224	0.763952426165969	328	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			essential protein yae1	7	C:cytoplasm; C:nucleus; P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter		N	5	8	2	6	4	0	3	2
gene_1122	24.5560097307481	-0.616325543897948	474	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7865	0	-		N	32	40	63	6	41	10	6	16
gene_1123	32.2285989331736	0.946101663500527	496	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			rna recognition motif-containing protein	0	-		N	62	109	54	40	32	2	24	30
gene_1124	24.1589511496861	0.592431475244165	362	Cytochrome c peroxidase, mitochondrial (CCP) 	Chaetomium thermophilum	Ophiostoma piceae	K00428	E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]	cytochrome c mitochondrial precursor	7	C:mitochondrial intermembrane space; F:metal ion binding; F:cytochrome-c peroxidase activity; P:cellular response to oxidative stress; C:mitochondrial matrix; F:heme binding; P:oxidation-reduction process	EC:1.11.1.5	N	54	4	58	40	34	0	32	23
gene_1125	19.5291940060568	-0.0703363625023444	591	Pre-mRNA-processing factor 39	Grosmannia clavigera	Ophiostoma piceae	K13217	PRPF39, PRP39; pre-mRNA-processing factor 39	pre-mrna-processing factor 39	2	C:intracellular; P:RNA processing	-	N	25	35	30	22	31	0	33	30
gene_1126	21.5016082716921	1.67029105467896	1 356	Phosphoinositide phosphatase	Grosmannia clavigera	Ophiostoma piceae			synaptojanin 2	2	P:phosphatidylinositol phosphorylation; F:phosphoric ester hydrolase activity	-	N	38	50	92	32	18	0	13	14
gene_1127	16.0713980608603	0.274811508107172	757	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2505	0	-		N	26	28	30	20	18	2	24	12
gene_1128	4.46004786904198	-0.643362187065052	638	DNA topoisomerase 3-alpha	Grosmannia clavigera	Ophiostoma piceae			zinc finger dna-binding protein	2	F:zinc ion binding; F:DNA binding		N	10	4	4	2	14	0	10	2
gene_1129	10.049637660207	0.466717580218948	514	Mitochondrial pyruvate dehydrogenase	Grosmannia clavigera	Ophiostoma piceae	K00905	E2.7.11.4, BCKDK; [3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase [EC:2.7.11.4]	mitochondrial pyruvate dehydrogenase	3	F:binding; P:metabolic process; F:transferase activity, transferring phosphorus-containing groups	-	N	12	30	20	12	4	0	28	10
gene_113	75.3710263633875	-0.310541439104901	439	DUF1682 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf1682 domain containing protein	0	-		N	94	199	140	36	84	24	60	70
gene_1130	127.854767735892	1.21007757434119	70	Putative uncharacterized protein	Eutypa lata	Ophiostoma piceae			peptidase inhibitor i9	6	F:identical protein binding; F:serine-type endopeptidase activity; F:kinase activity; P:phosphorylation; F:ATP binding; P:negative regulation of catalytic activity	EC:3.4.21.0	N	280	317	373	158	111	7	113	85
gene_1131	0.111679837666876	0.290848627522437	200	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	2	0	0	0	0	0
gene_1132	16.7794993510268	-0.17163979694246	774	Golgi apyrase (ATP-diphosphatase/Yeast nucleoside diphosphatase 1)	Grosmannia clavigera	Ophiostoma piceae	K14642	YND1; golgi apyrase [EC:3.6.1.5]	golgi apyrase	1	P:mycelium development	-	N	25	48	28	8	17	2	18	34
gene_1133	4.17454615104308	0.519063297957206	209	Protein OPI10 (Overproducer of inositol protein 10)	Grosmannia clavigera	Ophiostoma piceae			duf775 domain containing protein	1	F:molecular_function		N	12	10	8	3	1	0	0	14
gene_1134	7.27086200029688	-0.785680425896887	353	Thiamin pyrophosphokinase-related protein	Grosmannia clavigera	Ophiostoma piceae			thiamin pyrophosphokinase-related protein	3	F:kinase activity; P:phosphorylation; F:hydrolase activity		N	10	6	24	0	4	2	13	14
gene_1135	10.1415576498104	-0.505023595518702	155	DNA-directed RNA polymerases I, II, and III subunit RPABC3	Grosmannia clavigera	Ophiostoma piceae	K03016	RPB8, POLR2H; DNA-directed RNA polymerases I, II, and III subunit RPABC3	dna-directed rna polymerases i	2	F:DNA-directed RNA polymerase activity; P:transcription, DNA-dependent	EC:2.7.7.6	N	16	10	21	6	6	2	21	17
gene_1136	2.20456658014688	0.271094550546381	511	Elongator complex protein 4	Grosmannia clavigera	Ophiostoma piceae	K11375	ELP4; elongator complex protein 4	elongator complex protein 4	1	P:RNA metabolic process	-	N	8	6	4	0	0	0	8	2
gene_1137	6.79114907716744	0.151722370296372	320	tRNA-splicing endonuclease subunit sen34	Grosmannia clavigera	Ophiostoma piceae	K15323	TSEN34; tRNA-splicing endonuclease subunit Sen34 [EC:3.1.27.9]	trna-splicing endonuclease subunit sen34	2	F:nuclease activity; P:tRNA processing	-	N	12	10	12	8	2	0	18	12
gene_1138	31.5430097671399	0.663368474424626	1 060	Ubiquitin-protein ligase	Grosmannia clavigera	Ophiostoma piceae			ubiquitin-protein ligase	1	F:ligase activity		N	35	97	55	46	41	2	28	28
gene_1139	12.38099901499	-0.161175450016425	549	CCA tRNA nucleotidyltransferase, mitochondrial	Grosmannia clavigera	Sporothrix schenckii	K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	poly polymerase	1	F:transferase activity	-	N	10	10	25	18	26	2	18	2
gene_114	3.02109060898456	0.281751688133059	220	Protein transport protein sec22	Gaeumannomyces graminis	Ophiostoma piceae	K08517	SEC22; vesicle transport protein SEC22	protein transport protein sec22	2	C:integral to membrane; P:vesicle-mediated transport	-	N	1	2	18	3	3	0	8	2
gene_1140	74.5419793223035	-0.295961949744805	121	C6 zinc finger fungal transcription factor	Grosmannia clavigera	Ophiostoma piceae			c6 zinc finger domain containing protein	1	P:transcription, DNA-dependent	-	N	44	261	142	37	84	8	199	60
gene_1141	24.6527019402996	0.219324104248203	844	Pre-mRNA-splicing factor syf-1	Thielavia terrestris	Ophiostoma piceae	K12867	SYF1, XAB2; pre-mRNA-splicing factor SYF1	pre-mrna splicing factor syf1	4	P:RNA splicing; C:spliceosomal complex; P:mRNA processing; P:cell cycle	-	N	47	43	80	14	28	2	30	34
gene_1142	19.185712556989	-0.305144915272733	264	Vacuolar ATP synthase subunit D	Grosmannia clavigera	Ophiostoma piceae	K02149	ATPeVD, ATP6M; V-type H+-transporting ATPase subunit D [EC:3.6.3.14]	vacuolar atp synthase subunit d	4	C:vacuolar proton-transporting V-type ATPase complex; P:vacuolar acidification; F:proton-transporting ATPase activity, rotational mechanism; P:proton transport	-	N	29	46	48	4	19	6	17	20
