Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
gene_1082	12.0825935005193	-0.151277603030833	410	Vacuolar morphogenesis protein 7 homolog	Togninia minima	Ophiostoma piceae			snare complex subunit	2	F:phosphatidylinositol binding; P:cell communication		N	8	23	13	21	8	0	4	24
gene_1083	30.2300144066139	0.0292382284214625	920	Reticulocyte-binding protein 2 homolog A	Gaeumannomyces graminis	Ophiostoma piceae			trans-sialidase-like protein	0	-		N	59	82	41	23	2	23	31	60
gene_1084	5.05035661970695	0.369177833027819	853	ATP-dependent RNA helicase DRS1	Grosmannia clavigera	Ophiostoma piceae	K13181	DDX27, DRS1; ATP-dependent RNA helicase DDX27 [EC:3.6.4.13]	atp-dependent rna helicase	3	F:helicase activity; F:nucleic acid binding; F:nucleotide binding	-	N	4	14	24	2	0	8	0	12
gene_1085	13.4088274569093	0.0354318887328396	1 064	Actin patch protein 1	Grosmannia clavigera	Ophiostoma piceae			atp-dependent rna helicase	9	F:helicase activity; F:nucleic acid binding; F:ATP binding; F:hydrolase activity; F:nucleotide binding; F:ATP-dependent helicase activity; F:molecular_function; P:biological_process; C:cellular_component		N	12	36	38	10	0	28	4	21
gene_1086	0.311156226650515	-0.698051705754981	131	Putative uncharacterized protein	Colletotrichum gloeosporioides	Sporothrix schenckii			6-phosphogluconate dehydrogenase	5	P:oxidation-reduction process; F:oxidoreductase activity; F:nucleotide binding; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:coenzyme binding		N	0	0	0	0	0	0	0	4
gene_1087	13.0554428142843	0.90079585494937	652	Cyclic-AMP phosphodiesterase	Grosmannia clavigera	Ophiostoma piceae	K01120	PDE; 3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]	cyclic-amp phosphodiesterase	3	P:cAMP catabolic process; F:3',5'-cyclic-AMP phosphodiesterase activity; C:cellular_component		N	2	69	35	18	0	11	12	6
gene_1088	0.0538352043970233	0.147528666283655	99	Putative uncharacterized protein	Togninia minima	Togninia minima			alternative sulfate transporter	2	C:integral to membrane; P:transmembrane transport		N	0	1	0	0	0	0	0	0
gene_1089	0.311156226650515	-0.698051705754981	778	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7173	0	-		N	0	0	0	0	0	0	0	4
gene_109	2.86240067187929	1.91134605783664	314	Exosome complex component rrp45 (Ribosomal RNA-processing protein 45)	Grosmannia clavigera	Ophiostoma piceae	K03678	RRP45, EXOSC9; exosome complex component RRP45	exosome complex exonuclease rrp45	1	F:exonuclease activity	-	N	2	16	4	9	0	0	0	4
gene_1090	21.9382791108224	0.026253998803953	1 952	AMP-binding domain protein	Grosmannia clavigera	Ophiostoma piceae			acyl- ligase	4	P:metabolic process; F:transcription factor binding; C:nucleus; F:ligase activity	-	N	32	56	44	18	0	8	30	51
gene_1091	5.55998836182316	1.23186492012145	505	Bzip transcription factor	Grosmannia clavigera	Ophiostoma piceae			bzip transcription factor	4	F:sequence-specific DNA binding transcription factor activity; F:sequence-specific DNA binding; F:protein dimerization activity; P:regulation of transcription, DNA-dependent	-	N	8	32	9	8	0	2	2	10
gene_1092	4.46618322479801	2.21855690915311	846	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7456	3	F:molecular_function; P:biological_process; C:cellular_component		N	6	4	38	6	0	0	0	6
gene_1093	40.1768023411794	-0.181730689972388	326	Telomere and ribosome associated protein	Scedosporium apiospermum	Ophiostoma piceae			elicitor protein	0	-		N	59	52	130	19	11	40	18	87
gene_1094	27.2676036840307	-1.40215133482907	718	Major facilitator superfamily transporter	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	2	C:integral to membrane; P:transmembrane transport		N	24	22	28	16	8	4	14	167
gene_1095	21.8849222689324	-1.04867000664266	331	Mitochondrial cation transporter fsf1 (Fungal sideroflexin-1)	Grosmannia clavigera	Ophiostoma piceae			tricarboxylate carrier	5	C:membrane; C:mitochondrion; F:cation transmembrane transporter activity; P:cation transport; P:transmembrane transport	-	N	16	43	25	12	6	18	4	111
gene_1096	26.8344208523984	0.935380183946005	880	Dual specificity protein kinase lkh1	Grosmannia clavigera	Ophiostoma piceae	K08287	E2.7.12.1; dual-specificity kinase [EC:2.7.12.1]	cmgc clk protein kinase	3	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity	EC:2.7.11.0	N	48	67	70	40	0	24	18	26
gene_1097	1.47272414622733	-0.09695460618279	1 195	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7046	0	-		N	2	5	4	0	0	0	0	10
gene_1098	7.38198042978701	1.0370818638667	1 050	tRNA processing endoribonuclease	Grosmannia clavigera	Ophiostoma piceae	K00784	rnz; ribonuclease Z [EC:3.1.26.11]	trna processing endoribonuclease	1	F:hydrolase activity		N	8	46	9	10	0	0	2	24
gene_1099	19.459475046665	-0.512679759487663	962	U3 small nucleolar RNA-associated protein 4 (U3 snoRNA-associated protein 4)	Grosmannia clavigera	Ophiostoma piceae	K14548	UTP4, CIRH1A; U3 small nucleolar RNA-associated protein 4	small nucleolar ribonucleoprotein complex	2	F:nucleic acid binding; C:ribonucleoprotein complex		N	8	68	21	16	4	20	12	56
gene_11	2.6109504894356	-1.86616856839819	505	Hexose transporter	Colletotrichum orbiculare	Colletotrichum orbiculare			hexose transporter	3	C:membrane; P:transport; F:transmembrane transporter activity	-	N	2	2	0	0	0	0	0	30
gene_110	3.28479494501315	1.77914884309626	247	ADP-ribosylation factor-like protein 3 (Arf-like GTPase 3)	Grosmannia clavigera	Ophiostoma piceae	K07952	ARFRP1; ADP-ribosylation factor related protein 1	adp-ribosylation factor family protein	5	P:small GTPase mediated signal transduction; C:intracellular; P:intracellular protein transport; F:hydrolase activity; F:GTP binding	-	N	6	17	13	4	0	0	0	6
gene_1100	23.1231632752581	0.241169607129703	488	Peptidase	Grosmannia clavigera	Ophiostoma piceae	K01456	E3.5.1.52, NGLY1, PNG1; peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase [EC:3.5.1.52]	peptide-n4-(n-acetyl-beta-glucosaminyl)asparagine amidase	3	F:damaged DNA binding; P:nucleotide-excision repair; C:nucleus	-	N	28	63	47	27	2	27	12	42
gene_1101	20.5768977814181	0.113428113656586	503	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			duf1713 domain protein	0	-		N	28	62	43	16	4	12	10	55
gene_1102	17.3384014408028	1.02455511310164	1 162	Nucleolar ATPase	Grosmannia clavigera	Ophiostoma piceae	K14521	NAT10, KRE33; N-acetyltransferase 10 [EC:2.3.1.-]	nucleolar atpase	1	C:intracellular part	-	N	38	65	20	27	0	4	8	44
gene_1103	5.35724033477895	0.144471098675924	420	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2040	0	-		Y	10	7	23	1	0	8	2	12
gene_1104	27.8989279353113	1.75368512309902	1 041	Glycosyl hydrolase family 31	Colletotrichum fioriniae	Ophiostoma piceae			glycoside hydrolase family 31 protein	1	F:hydrolase activity	-	Y	94	18	91	50	4	0	10	30
gene_1105	22.8188269246588	0.550441923115961	656	Glucose transporter rco-3	Myceliophthora thermophila	Ophiostoma piceae			glucose transporter rco-3	4	F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport	-	N	32	61	45	34	4	16	6	48
gene_1106	156.094286765318	-0.5872413986496	633	Fumarate reductase	Grosmannia clavigera	Ophiostoma piceae			fumarate reductase	3	F:heme binding; F:succinate dehydrogenase activity; P:oxidation-reduction process	EC:1.3.99.1	N	189	390	208	85	40	258	103	213
gene_1107	18.8690091805132	0.910082609109886	224	FAS1 domain-containing protein	Grosmannia clavigera	Ophiostoma piceae			fas1 domain containing protein	1	C:vacuole		Y	42	50	51	21	0	12	16	20
gene_1108	5.17332632811844	0.579628257396759	1 624	Transcriptional regulatory protein SIN3	Grosmannia clavigera	Ophiostoma piceae	K11644	SIN3A; paired amphipathic helix protein Sin3a	sin3-like protein	2	P:regulation of transcription, DNA-dependent; C:nucleus		N	7	18	8	8	0	2	8	2
gene_1109	30.520298918402	-0.149405119936406	398	Acetyl-CoA acetyltransferase	Podospora anserina	Ophiostoma piceae	K00626	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	acetyl- acetyltransferase	2	F:acetyl-CoA C-acetyltransferase activity; P:ergosterol biosynthetic process	EC:2.3.1.9	N	62	64	48	19	12	35	3	59
gene_111	8.65911866691014	0.0352783423177736	138	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	15	46	10	0	0	8	10	15
gene_1110	9.24359752861117	-1.7989606420302	373	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			clavaminate synthase-like protein	0	-		N	14	4	6	0	12	10	0	4
gene_1111	4.79017575812974	0.304447380413622	273	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7799	1	F:nucleic acid binding		N	0	15	12	8	0	0	2	22
gene_1112	7.35881972002722	1.38865982647969	319	tRNA-His guanylyltransferase	Myceliophthora thermophila	Ophiostoma piceae	K10761	THG1; tRNA(His) guanylyltransferase [EC:2.7.7.79]	trna guanylyltransferase	1	F:nucleotidyltransferase activity	EC:2.7.7.0	N	18	22	18	12	0	12	0	0
gene_1113	4.2537349557457	0.94758524456488	492	Set1 complex component swd1	Grosmannia clavigera	Ophiostoma piceae	K14961	RBBP5, SWD1, CPS50; COMPASS component SWD1	swd1-like protein	1	C:cellular_component		N	10	6	6	10	0	4	2	4
gene_1114	58.5304043277758	0.0363242534975959	1 757	DNA-directed RNA polymerase II subunit rpb1	Grosmannia clavigera	Ophiostoma piceae	K03006	RPB1, POLR2A; DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6]	dna-directed rna polymerase ii largest subunit	4	F:DNA-directed RNA polymerase activity; C:DNA-directed RNA polymerase II, core complex; F:DNA binding; P:transcription from RNA polymerase II promoter	EC:2.7.7.6	N	70	162	98	62	19	40	23	123
gene_1115	68.3975097206432	-0.517424562729853	113	Putative uncharacterized protein	Podospora anserina	Ophiostoma piceae			hypothetical protein	0	-		N	58	154	122	50	25	73	53	97
gene_1116	5.55570639132677	0.0989126322494576	734	Putative uncharacterized protein	Fusarium oxysporum	Ophiostoma piceae			major facilitator superfamily transporter	0	-		N	8	14	14	4	0	6	6	8
gene_1117	1.18775415388128	-0.0500310558335871	216	Putative uncharacterized protein	Trichoderma reesei	Ophiostoma piceae			hypothetical protein GGTG_01793	3	F:electron carrier activity; C:membrane; F:NADH dehydrogenase (ubiquinone) activity		N	4	2	2	0	0	2	0	4
gene_1118	0.466734339975772	-0.951191394550246	154	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	6
gene_1119	15.0286277291281	1.27644363844198	824	Transgelin (Calponin homolog 1)	Magnaporthe oryzae	Ophiostoma piceae			calponin-like protein	0	-		N	35	29	46	24	0	14	6	12
gene_112	2.64648893876055	-0.339303769006461	111	Cell wall biogenesis protein	Grosmannia clavigera	Ophiostoma piceae			cell wall biogenesis protein	1	P:fungal-type cell wall organization	-	N	6	0	5	2	0	0	4	10
gene_1120	27.0555867343911	-0.811990530923664	1 371	UDP-transferase	Grosmannia clavigera	Ophiostoma piceae	K05841	E2.4.1.173; sterol 3beta-glucosyltransferase [EC:2.4.1.173]	glycosyltransferase family 28 domain-containing protein	2	P:carbohydrate metabolic process; F:transferase activity, transferring glycosyl groups	-	N	26	24	22	34	21	10	14	43
gene_1121	3.21217733070542	0.180363988847167	328	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			essential protein yae1	7	C:cytoplasm; C:nucleus; P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter		N	4	16	4	2	2	2	0	3
gene_1122	13.7799445502639	-0.0546496910011831	474	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7865	0	-		N	6	29	38	16	2	24	4	22
gene_1123	17.5143485091176	0.654399636099661	496	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			rna recognition motif-containing protein	0	-		N	48	42	46	11	0	10	22	13
gene_1124	14.8471399647255	-0.884741375731885	362	Cytochrome c peroxidase, mitochondrial (CCP) 	Chaetomium thermophilum	Ophiostoma piceae	K00428	E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]	cytochrome c mitochondrial precursor	7	C:mitochondrial intermembrane space; F:metal ion binding; F:cytochrome-c peroxidase activity; P:cellular response to oxidative stress; C:mitochondrial matrix; F:heme binding; P:oxidation-reduction process	EC:1.11.1.5	N	16	10	32	8	4	40	0	24
gene_1125	20.4013832404007	0.820797998165022	591	Pre-mRNA-processing factor 39	Grosmannia clavigera	Ophiostoma piceae	K13217	PRPF39, PRP39; pre-mRNA-processing factor 39	pre-mrna-processing factor 39	2	C:intracellular; P:RNA processing	-	N	10	116	40	25	0	12	4	60
gene_1126	15.1051480220327	-0.134813435047768	1 356	Phosphoinositide phosphatase	Grosmannia clavigera	Ophiostoma piceae			synaptojanin 2	2	P:phosphatidylinositol phosphorylation; F:phosphoric ester hydrolase activity	-	N	30	48	32	0	0	22	12	30
gene_1127	13.5735955430104	1.50972392415727	757	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2505	0	-		N	32	38	60	12	0	4	8	15
gene_1128	7.13063439753244	0.487968979137045	638	DNA topoisomerase 3-alpha	Grosmannia clavigera	Ophiostoma piceae			zinc finger dna-binding protein	2	F:zinc ion binding; F:DNA binding		N	14	16	8	12	2	0	0	25
gene_1129	7.026691628284	0.1759596217764	514	Mitochondrial pyruvate dehydrogenase	Grosmannia clavigera	Ophiostoma piceae	K00905	E2.7.11.4, BCKDK; [3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase [EC:2.7.11.4]	mitochondrial pyruvate dehydrogenase	3	F:binding; P:metabolic process; F:transferase activity, transferring phosphorus-containing groups	-	N	12	11	16	8	0	10	6	8
gene_113	68.9495575499528	-0.392491323168542	439	DUF1682 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf1682 domain containing protein	0	-		N	62	160	90	72	26	106	26	78
gene_1130	60.821597767408	0.669376178934666	70	Putative uncharacterized protein	Eutypa lata	Ophiostoma piceae			peptidase inhibitor i9	6	F:identical protein binding; F:serine-type endopeptidase activity; F:kinase activity; P:phosphorylation; F:ATP binding; P:negative regulation of catalytic activity	EC:3.4.21.0	N	115	149	178	59	10	51	23	85
gene_1131	0.64012294213309	1.18918940197105	200	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	10	0	0	0	0	0
gene_1132	13.095941527437	-1.19508673371771	774	Golgi apyrase (ATP-diphosphatase/Yeast nucleoside diphosphatase 1)	Grosmannia clavigera	Ophiostoma piceae	K14642	YND1; golgi apyrase [EC:3.6.1.5]	golgi apyrase	1	P:mycelium development	-	N	8	33	12	4	4	22	2	48
gene_1133	1.48409029352634	0.650368169731597	209	Protein OPI10 (Overproducer of inositol protein 10)	Grosmannia clavigera	Ophiostoma piceae			duf775 domain containing protein	1	F:molecular_function		N	4	5	2	2	0	0	0	6
gene_1134	6.71001912615357	-0.793518366788699	353	Thiamin pyrophosphokinase-related protein	Grosmannia clavigera	Ophiostoma piceae			thiamin pyrophosphokinase-related protein	3	F:kinase activity; P:phosphorylation; F:hydrolase activity		N	0	26	10	2	4	10	2	8
gene_1135	8.99677200954981	-0.0936095081778762	155	DNA-directed RNA polymerases I, II, and III subunit RPABC3	Grosmannia clavigera	Ophiostoma piceae	K03016	RPB8, POLR2H; DNA-directed RNA polymerases I, II, and III subunit RPABC3	dna-directed rna polymerases i	2	F:DNA-directed RNA polymerase activity; P:transcription, DNA-dependent	EC:2.7.7.6	N	7	32	14	8	4	2	2	27
gene_1136	8.92224982873686	-0.786397984828421	511	Elongator complex protein 4	Grosmannia clavigera	Ophiostoma piceae	K11375	ELP4; elongator complex protein 4	elongator complex protein 4	1	P:RNA metabolic process	-	N	7	25	10	4	8	0	0	26
gene_1137	9.45719155297652	0.707278447015997	320	tRNA-splicing endonuclease subunit sen34	Grosmannia clavigera	Ophiostoma piceae	K15323	TSEN34; tRNA-splicing endonuclease subunit Sen34 [EC:3.1.27.9]	trna-splicing endonuclease subunit sen34	2	F:nuclease activity; P:tRNA processing	-	N	12	46	6	15	0	4	2	32
gene_1138	19.2747411715277	0.440853872479	1 060	Ubiquitin-protein ligase	Grosmannia clavigera	Ophiostoma piceae			ubiquitin-protein ligase	1	F:ligase activity		N	25	58	40	24	6	8	10	28
gene_1139	7.99403489478789	0.6599788237559	549	CCA tRNA nucleotidyltransferase, mitochondrial	Grosmannia clavigera	Sporothrix schenckii	K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	poly polymerase	1	F:transferase activity	-	N	20	24	14	8	0	0	10	14
gene_114	5.96101964978368	-0.724048767141708	220	Protein transport protein sec22	Gaeumannomyces graminis	Ophiostoma piceae	K08517	SEC22; vesicle transport protein SEC22	protein transport protein sec22	2	C:integral to membrane; P:vesicle-mediated transport	-	N	6	7	4	7	8	0	0	1
gene_1140	109.170056665471	-0.498588143844019	121	C6 zinc finger fungal transcription factor	Grosmannia clavigera	Ophiostoma piceae			c6 zinc finger domain containing protein	1	P:transcription, DNA-dependent	-	N	26	368	186	80	20	94	52	393
gene_1141	26.9115206789012	-0.188938594725883	844	Pre-mRNA-splicing factor syf-1	Thielavia terrestris	Ophiostoma piceae	K12867	SYF1, XAB2; pre-mRNA-splicing factor SYF1	pre-mrna splicing factor syf1	4	P:RNA splicing; C:spliceosomal complex; P:mRNA processing; P:cell cycle	-	N	49	48	38	24	10	36	8	35
gene_1142	16.1797876559976	0.826916294294774	264	Vacuolar ATP synthase subunit D	Grosmannia clavigera	Ophiostoma piceae	K02149	ATPeVD, ATP6M; V-type H+-transporting ATPase subunit D [EC:3.6.3.14]	vacuolar atp synthase subunit d	4	C:vacuolar proton-transporting V-type ATPase complex; P:vacuolar acidification; F:proton-transporting ATPase activity, rotational mechanism; P:proton transport	-	N	36	20	62	17	8	0	2	20
